"Indicator","PUBLISH STATES","Year","WHO region","Country","Residence Area Type","Display Value","Numeric","Low","High","Comments"
"Population using safely managed sanitation services (%)","Published","2008","Eastern Mediterranean","Bahrain","Total","96","95.96256","","",""
"Population using safely managed sanitation services (%)","Published","2009","Eastern Mediterranean","Bahrain","Total","96","95.97608","","",""
"Population using safely managed sanitation services (%)","Published","2010","Eastern Mediterranean","Bahrain","Total","96","95.98960","","",""
"Population using safely managed sanitation services (%)","Published","2011","Eastern Mediterranean","Bahrain","Total","96","96.00000","","",""
"Population using safely managed sanitation services (%)","Published","2012","Eastern Mediterranean","Bahrain","Total","96","96.00000","","",""
"Population using safely managed sanitation services (%)","Published","2013","Eastern Mediterranean","Bahrain","Total","96","96.00000","","",""
"Population using safely managed sanitation services (%)","Published","2014","Eastern Mediterranean","Bahrain","Total","96","96.00000","","",""
"Population using safely managed sanitation services (%)","Published","2015","Eastern Mediterranean","Bahrain","Total","96","96.00000","","",""
"Population using safely managed sanitation services (%)","Published","2016","Eastern Mediterranean","Bahrain","Total","96","96.00000","","",""
"Population using safely managed sanitation services (%)","Published","2017","Eastern Mediterranean","Bahrain","Total","96","96.00000","","",""
"Population using safely managed sanitation services (%)","Published","2000","South-East Asia","Bangladesh","Rural","14","13.78511","","",""
"Population using safely managed sanitation services (%)","Published","2001","South-East Asia","Bangladesh","Rural","15","14.71320","","",""
"Population using safely managed sanitation services (%)","Published","2002","South-East Asia","Bangladesh","Rural","16","15.64129","","",""
"Population using safely managed sanitation services (%)","Published","2003","South-East Asia","Bangladesh","Rural","17","16.56938","","",""
"Population using safely managed sanitation services (%)","Published","2004","South-East Asia","Bangladesh","Rural","17","17.49747","","",""
"Population using safely managed sanitation services (%)","Published","2005","South-East Asia","Bangladesh","Rural","19","18.56596","","",""
"Population using safely managed sanitation services (%)","Published","2006","South-East Asia","Bangladesh","Rural","20","19.64854","","",""
"Population using safely managed sanitation services (%)","Published","2007","South-East Asia","Bangladesh","Rural","21","20.74523","","",""
"Population using safely managed sanitation services (%)","Published","2008","South-East Asia","Bangladesh","Rural","22","21.85600","","",""
"Population using safely managed sanitation services (%)","Published","2009","South-East Asia","Bangladesh","Rural","23","22.98088","","",""
"Population using safely managed sanitation services (%)","Published","2010","South-East Asia","Bangladesh","Rural","24","24.11984","","",""
"Population using safely managed sanitation services (%)","Published","2011","South-East Asia","Bangladesh","Rural","25","25.27291","","",""
"Population using safely managed sanitation services (%)","Published","2012","South-East Asia","Bangladesh","Rural","26","26.44006","","",""
"Population using safely managed sanitation services (%)","Published","2013","South-East Asia","Bangladesh","Rural","28","27.62132","","",""
"Population using safely managed sanitation services (%)","Published","2014","South-East Asia","Bangladesh","Rural","29","28.81667","","",""
"Population using safely managed sanitation services (%)","Published","2015","South-East Asia","Bangladesh","Rural","30","30.02611","","",""
"Population using safely managed sanitation services (%)","Published","2016","South-East Asia","Bangladesh","Rural","31","31.24965","","",""
"Population using safely managed sanitation services (%)","Published","2017","South-East Asia","Bangladesh","Rural","32","32.33938","","",""
"Population using safely managed sanitation services (%)","Published","2000","Europe","Belarus","Rural","94","93.91470","","",""
"Population using safely managed sanitation services (%)","Published","2000","Europe","Belarus","Total","90","90.09299","","",""
"Population using safely managed sanitation services (%)","Published","2000","Europe","Belarus","Urban","88","88.45302","","",""
"Population using safely managed sanitation services (%)","Published","2001","Europe","Belarus","Rural","94","93.91470","","",""
"Population using safely managed sanitation services (%)","Published","2001","Europe","Belarus","Total","90","90.06651","","",""
"Population using safely managed sanitation services (%)","Published","2001","Europe","Belarus","Urban","88","88.45302","","",""
"Population using safely managed sanitation services (%)","Published","2002","Europe","Belarus","Rural","94","93.91470","","",""
"Population using safely managed sanitation services (%)","Published","2002","Europe","Belarus","Total","90","90.04024","","",""
"Population using safely managed sanitation services (%)","Published","2002","Europe","Belarus","Urban","88","88.45302","","",""
"Population using safely managed sanitation services (%)","Published","2003","Europe","Belarus","Rural","94","93.91470","","",""
"Population using safely managed sanitation services (%)","Published","2003","Europe","Belarus","Total","90","90.01424","","",""
"Population using safely managed sanitation services (%)","Published","2003","Europe","Belarus","Urban","88","88.45302","","",""
"Population using safely managed sanitation services (%)","Published","2004","Europe","Belarus","Rural","93","92.68076","","",""
"Population using safely managed sanitation services (%)","Published","2004","Europe","Belarus","Total","89","89.42207","","",""
"Population using safely managed sanitation services (%)","Published","2004","Europe","Belarus","Urban","88","88.14769","","",""
"Population using safely managed sanitation services (%)","Published","2005","Europe","Belarus","Rural","91","91.42070","","",""
"Population using safely managed sanitation services (%)","Published","2005","Europe","Belarus","Total","89","88.81435","","",""
"Population using safely managed sanitation services (%)","Published","2005","Europe","Belarus","Urban","88","87.81849","","",""
